Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas3969pavarde3969       7.63          8
vardas3972pavarde3972       6.69          6
vardas3975pavarde3975       8.02          7
vardas3976pavarde3976        8.2          8
vardas3977pavarde3977       7.64          6
vardas3978pavarde3978       6.13          4
vardas3979pavarde3979       6.63          5
vardas3980pavarde3980       6.13          4
vardas3982pavarde3982       9.17          9
vardas3983pavarde3983       9.83          8
vardas3984pavarde3984       7.37          6
vardas3985pavarde3985       9.47          8
vardas3986pavarde3986       6.89          5
vardas3987pavarde3987       7.78          6
vardas3988pavarde3988       9.56          9
vardas3989pavarde3989       7.51          8
vardas3992pavarde3992       6.91          6
vardas3993pavarde3993       6.58          7
vardas3994pavarde3994       6.12          4
vardas3996pavarde3996       6.48          5
vardas3997pavarde3997        6.3          4
vardas3998pavarde3998       6.26          4
vardas3999pavarde3999       6.85          6
vardas4000pavarde4000       8.37          7
vardas4001pavarde4001       6.87          5
vardas4002pavarde4002       7.77          8
vardas4004pavarde4004       7.27          6
vardas4005pavarde4005       6.65          4
vardas4007pavarde4007       7.67          7
vardas4009pavarde4009       7.03          5
vardas4011pavarde4011       6.96          7
vardas4012pavarde4012       8.59          9
vardas4013pavarde4013       6.92          4
vardas4014pavarde4014       6.58          4
vardas4015pavarde4015       8.52          7
vardas4017pavarde4017       7.14          6
vardas4018pavarde4018       6.63          5
vardas4019pavarde4019       6.73          4
vardas4020pavarde4020       7.15          6
vardas4021pavarde4021       7.83          6
vardas4022pavarde4022       7.57          7
vardas4023pavarde4023       8.31          9
vardas4024pavarde4024       9.46          8
vardas4027pavarde4027       7.55          7
vardas4028pavarde4028       7.51          6
vardas4030pavarde4030       7.74          8
vardas4031pavarde4031       6.95          6
vardas4032pavarde4032       7.19          6
vardas4033pavarde4033       6.84          6
vardas4034pavarde4034       6.97          5
vardas4035pavarde4035       6.19          5
vardas4037pavarde4037       7.77          7
vardas4039pavarde4039       7.07          6
vardas4040pavarde4040       6.41          4
vardas4043pavarde4043       7.35          8
vardas4044pavarde4044       7.27          4
vardas4045pavarde4045       7.45          5
vardas4046pavarde4046       7.49          8
vardas4047pavarde4047        8.5          7
vardas4048pavarde4048        8.1          5
vardas4049pavarde4049       6.62          5
vardas4050pavarde4050       6.92          6
vardas4051pavarde4051       6.98          5
vardas4052pavarde4052        8.8          7
vardas4054pavarde4054       7.67          6
vardas4055pavarde4055       7.93          7
vardas4057pavarde4057       8.48          8
vardas4058pavarde4058        7.7          4
vardas4059pavarde4059       10.1          9
vardas4060pavarde4060       8.63          6
vardas4061pavarde4061       6.93          4
vardas4063pavarde4063       7.44          6
vardas4064pavarde4064       7.29          6
vardas4067pavarde4067       7.98          8
vardas4068pavarde4068          7          6
vardas4069pavarde4069        6.4          4
vardas4070pavarde4070       7.28          6
vardas4072pavarde4072       6.93          7
vardas4073pavarde4073       6.59          4
vardas4074pavarde4074       6.92          6
vardas4075pavarde4075       7.18          6
vardas4076pavarde4076       6.44          5
vardas4077pavarde4077       7.09          4
vardas4080pavarde4080       6.78          6
vardas4081pavarde4081       9.56          9
vardas4082pavarde4082       6.11          3
vardas4084pavarde4084       8.68          7
vardas4087pavarde4087       8.28          9
vardas4089pavarde4089       8.05          8
vardas4090pavarde4090       8.01          7
vardas4092pavarde4092        8.2          7
vardas4093pavarde4093       9.44          9
vardas4095pavarde4095       7.14          7
vardas4096pavarde4096       7.83          7
vardas4099pavarde4099        6.4          6
vardas4102pavarde4102       8.32          9
vardas4103pavarde4103       6.66          4
vardas4104pavarde4104       6.33          5
vardas4105pavarde4105       6.07          3
vardas4106pavarde4106       7.01          7
vardas4107pavarde4107          8          7
vardas4108pavarde4108        7.2          6
vardas4109pavarde4109       7.44          6
vardas4110pavarde4110       9.29          9
vardas4111pavarde4111       8.26          7
vardas4112pavarde4112       9.45          8
vardas4113pavarde4113       6.69          5
vardas4114pavarde4114       6.14          5
vardas4115pavarde4115       9.03         10
vardas4116pavarde4116       10.2          9
vardas4117pavarde4117       6.24          6
vardas4120pavarde4120       6.19          6
vardas4121pavarde4121       7.04          8
vardas4122pavarde4122       7.41          5
vardas4123pavarde4123       8.08          7
vardas4124pavarde4124       6.42          4
vardas4125pavarde4125       7.48          7
vardas4126pavarde4126        7.9          9
vardas4127pavarde4127       8.78          7
vardas4128pavarde4128       7.36          6
vardas4129pavarde4129       6.67          6
vardas4130pavarde4130       7.73          8
vardas4131pavarde4131       6.35          3
vardas4132pavarde4132       7.27          6
vardas4135pavarde4135       8.25          7
vardas4136pavarde4136       7.65          6
vardas4138pavarde4138       8.59          8
vardas4139pavarde4139       8.92          7
vardas4140pavarde4140       6.98          4
vardas4141pavarde4141        8.8          9
vardas4142pavarde4142       6.36          4
vardas4144pavarde4144       6.41          6
vardas4146pavarde4146       7.74          8
vardas4147pavarde4147       7.95          6
vardas4148pavarde4148       7.59          7
vardas4149pavarde4149       7.32          7
vardas4151pavarde4151       7.25          7
vardas4152pavarde4152       6.85          6
vardas4153pavarde4153       9.57          8
vardas4154pavarde4154       7.51          5
vardas4155pavarde4155        7.5          5
vardas4156pavarde4156        7.5          8
vardas4158pavarde4158        8.5          8
vardas4159pavarde4159        6.9          5
vardas4160pavarde4160       6.18          3
vardas4161pavarde4161       8.24          6
vardas4162pavarde4162       6.85          5
vardas4163pavarde4163       7.57          6
vardas4165pavarde4165       8.78          9
vardas4166pavarde4166       6.36          5
vardas4167pavarde4167       8.67          8
vardas4168pavarde4168       7.13          8
vardas4169pavarde4169       8.03          8
vardas4170pavarde4170       8.01          6
vardas4171pavarde4171        8.2          7
vardas4172pavarde4172       9.24         10
vardas4173pavarde4173       8.05          6
vardas4174pavarde4174       7.81          5
vardas4177pavarde4177          7          6
vardas4178pavarde4178        6.8          5
vardas4179pavarde4179       7.76          8
vardas4181pavarde4181       6.23          6
vardas4182pavarde4182       6.05          4
vardas4183pavarde4183       6.21          6
vardas4184pavarde4184       8.04          6
vardas4185pavarde4185       7.01          5
vardas4186pavarde4186        7.2          5
vardas4187pavarde4187       8.44          7
vardas4188pavarde4188       7.29          8
vardas4189pavarde4189       6.26          4
vardas4190pavarde4190       8.05          7
vardas4191pavarde4191       6.21          5
vardas4192pavarde4192       6.04          3
vardas4193pavarde4193       7.01          5
vardas4196pavarde4196       8.18          8
vardas4197pavarde4197       7.24          5
vardas4198pavarde4198       6.45          4
vardas4199pavarde4199       6.89          6
vardas4200pavarde4200       6.98          6
vardas4201pavarde4201        6.4          5
vardas4202pavarde4202       8.48          9
vardas4204pavarde4204       7.54          6
vardas4205pavarde4205       7.51          6
vardas4206pavarde4206        8.1          7
vardas4207pavarde4207       6.82          5
vardas4208pavarde4208       6.56          5
vardas4209pavarde4209       6.31          6
vardas4210pavarde4210       8.66          8
vardas4211pavarde4211       6.73          4
vardas4212pavarde4212       7.95          6
vardas4216pavarde4216       7.62          7
vardas4217pavarde4217       8.32          7
vardas4218pavarde4218       7.26          7
vardas4219pavarde4219       6.25          5
vardas4220pavarde4220       6.65          5
vardas4221pavarde4221       8.13          8
vardas4224pavarde4224       8.63          7
vardas4225pavarde4225       6.93          4
vardas4226pavarde4226       8.79          8
vardas4227pavarde4227       7.16          5
vardas4229pavarde4229       6.77          5
vardas4230pavarde4230       7.95          8
vardas4231pavarde4231       6.99          5
vardas4232pavarde4232          7          6
vardas4233pavarde4233        6.4          6
vardas4234pavarde4234       7.48          5
vardas4235pavarde4235        6.7          4
vardas4236pavarde4236       6.34          4
vardas4237pavarde4237       8.07          7
vardas4238pavarde4238       7.61          5
vardas4239pavarde4239       7.12          6
vardas4240pavarde4240       8.42          8
vardas4241pavarde4241       6.08          5
vardas4242pavarde4242       6.22          5
vardas4243pavarde4243       7.44          6
vardas4244pavarde4244       8.49          8
vardas4246pavarde4246       7.38          8
vardas4253pavarde4253       6.55          5
vardas4254pavarde4254       7.31          7
vardas4256pavarde4256       7.25          6
vardas4257pavarde4257       6.85          5
vardas4260pavarde4260       7.18          8
vardas4263pavarde4263       6.23          4
vardas4264pavarde4264       7.05          6
vardas4265pavarde4265       6.01          4
vardas4266pavarde4266        6.4          4
vardas4268pavarde4268       7.34          7
vardas4269pavarde4269       7.07          6
vardas4270pavarde4270       7.61          7
vardas4273pavarde4273       7.99          6
vardas4274pavarde4274        7.8          8
vardas4275pavarde4275       6.96          6
vardas4277pavarde4277       6.84          6
vardas4278pavarde4278       6.57          5
vardas4279pavarde4279       8.11          8
vardas4280pavarde4280       8.42          7
vardas4281pavarde4281       8.28          6
vardas4282pavarde4282       7.26          5
vardas4283pavarde4283       8.25          9
vardas4284pavarde4284       7.85          5
vardas4285pavarde4285       6.37          5
vardas4286pavarde4286       7.87          8
vardas4287pavarde4287       7.37          5
vardas4288pavarde4288       7.07          8
vardas4289pavarde4289       8.81          8
vardas4290pavarde4290       6.56          5
vardas4291pavarde4291       7.51          7
vardas4295pavarde4295       6.06          6
vardas4296pavarde4296       8.41          7
vardas4297pavarde4297       6.28          2
vardas4298pavarde4298       7.66          6
vardas4299pavarde4299       7.93          7
vardas4303pavarde4303        6.6          5
vardas4304pavarde4304       7.32          6
vardas4305pavarde4305       7.86          6
vardas4306pavarde4306       7.37          5
vardas4307pavarde4307       7.47          7
vardas4309pavarde4309       7.34          8
vardas4310pavarde4310       6.87          4
vardas4312pavarde4312       6.03          4
vardas4313pavarde4313       6.61          6
vardas4314pavarde4314       6.12          5
vardas4315pavarde4315       6.62          5
vardas4317pavarde4317       7.14          6
vardas4318pavarde4318       8.83          7
vardas4319pavarde4319       6.77          5
vardas4320pavarde4320       8.15          7
vardas4321pavarde4321       7.83          6
vardas4322pavarde4322       7.37          5
vardas4323pavarde4323       7.27          8
vardas4325pavarde4325       7.33          7
vardas4326pavarde4326       6.67          4
vardas4327pavarde4327       6.53          5
vardas4328pavarde4328       6.51          6
vardas4329pavarde4329        6.1          3
vardas4332pavarde4332       8.14         10
vardas4333pavarde4333       7.43          7
vardas4334pavarde4334       6.49          5
vardas4338pavarde4338       7.78          6
vardas4339pavarde4339       8.36          7
vardas4340pavarde4340       7.47          6
vardas4341pavarde4341       7.89          6
vardas4342pavarde4342       6.58          6
vardas4343pavarde4343       6.32          4
vardas4345pavarde4345       6.97          7
vardas4346pavarde4346       8.39          7
vardas4348pavarde4348       8.02          7
vardas4349pavarde4349        6.6          5
vardas4350pavarde4350       7.72          7
vardas4351pavarde4351       8.14          8
vardas4352pavarde4352       6.03          4
vardas4355pavarde4355       6.14          4
vardas4356pavarde4356       7.63          6
vardas4357pavarde4357       6.13          5
vardas4359pavarde4359       6.65          5
vardas4361pavarde4361       8.47          7
vardas4362pavarde4362       6.69          4
vardas4363pavarde4363       6.34          6
vardas4364pavarde4364       7.27          5
vardas4365pavarde4365       6.05          5
vardas4366pavarde4366       6.41          3
vardas4369pavarde4369       8.19          7
vardas4371pavarde4371       8.13          8
vardas4372pavarde4372       6.43          3
vardas4374pavarde4374       6.66          4
vardas4377pavarde4377       7.45          6
vardas4378pavarde4378       9.09          8
vardas4379pavarde4379       6.62          4
vardas4380pavarde4380       6.52          6
vardas4382pavarde4382       7.94          8
vardas4383pavarde4383       7.39          5
vardas4384pavarde4384       8.48          6
vardas4385pavarde4385        6.5          5
vardas4386pavarde4386        6.7          6
vardas4387pavarde4387       7.74          6
vardas4388pavarde4388       8.75          7
vardas4389pavarde4389       6.95          5
vardas4390pavarde4390       8.59          8
vardas4391pavarde4391       6.52          4
vardas4392pavarde4392        6.9          5
vardas4393pavarde4393       7.18          6
vardas4395pavarde4395       7.33          6
vardas4396pavarde4396       8.47          6
vardas4397pavarde4397       8.09          8
vardas4399pavarde4399        6.6          6
vardas4400pavarde4400       7.52          7
vardas4402pavarde4402       7.94          7
vardas4403pavarde4403       6.39          4
vardas4404pavarde4404       6.28          4
vardas4406pavarde4406       6.65          5
vardas4408pavarde4408       6.63          4
vardas4410pavarde4410       6.31          4
vardas4411pavarde4411       6.06          4
vardas4412pavarde4412       6.61          5
vardas4413pavarde4413       6.52          3
vardas4414pavarde4414        6.9          6
vardas4417pavarde4417       8.42          9
vardas4418pavarde4418       8.48          7
vardas4421pavarde4421       10.3          9
vardas4423pavarde4423       6.53          6
vardas4424pavarde4424       7.71          6
vardas4426pavarde4426       7.91          7
vardas4427pavarde4427       7.38          7
vardas4428pavarde4428       7.88          7
vardas4429pavarde4429       7.98          6
vardas4430pavarde4430        7.8          8
vardas4433pavarde4433       7.55          7
vardas4434pavarde4434       7.31          6
vardas4436pavarde4436       7.85          8
vardas4437pavarde4437       6.57          3
vardas4438pavarde4438       6.51          5
vardas4439pavarde4439        8.3          7
vardas4440pavarde4440       6.86          7
vardas4441pavarde4441       7.37          6
vardas4442pavarde4442       8.27          7
vardas4443pavarde4443       7.05          7
vardas4446pavarde4446       7.58          6
vardas4447pavarde4447       7.52          5
vardas4448pavarde4448        7.5          7
vardas4449pavarde4449        7.1          5
vardas4450pavarde4450       8.42          7
vardas4451pavarde4451       8.48          8
vardas4452pavarde4452        7.1          4
vardas4453pavarde4453       8.62          8
vardas4454pavarde4454       6.52          5
vardas4456pavarde4456       6.58          5
vardas4458pavarde4458       6.42          6
vardas4460pavarde4460        7.9          8
vardas4461pavarde4461       7.38          5
vardas4464pavarde4464       6.32          5
vardas4465pavarde4465       8.26          7
vardas4466pavarde4466       8.25          8
vardas4469pavarde4469       7.67          9
vardas4470pavarde4470       9.73         10
vardas4471pavarde4471       6.95          4
vardas4472pavarde4472       7.59          7
vardas4473pavarde4473       8.32          7
vardas4474pavarde4474       6.26          4
vardas4475pavarde4475       6.45          5
vardas4476pavarde4476       8.69          8
vardas4477pavarde4477       6.54          4
vardas4478pavarde4478       7.11          6
vardas4479pavarde4479       9.22          8
vardas4480pavarde4480       7.04          4
vardas4481pavarde4481       9.01          8
vardas4482pavarde4482        7.4          6
vardas4484pavarde4484        7.7          7
vardas4486pavarde4486       6.83          6
vardas4487pavarde4487       8.37          8
vardas4488pavarde4488       6.87          5
vardas4489pavarde4489       6.37          6
vardas4490pavarde4490       7.07          7
vardas4493pavarde4493       6.52          7
vardas4494pavarde4494        6.1          4
vardas4495pavarde4495       6.02          4
vardas4496pavarde4496          7          6
vardas4497pavarde4497        6.6          5
vardas4498pavarde4498       8.32          8
vardas4500pavarde4500       6.77          7
vardas4503pavarde4503       6.11          5
vardas4504pavarde4504       8.82         10
vardas4505pavarde4505       7.96          6
vardas4506pavarde4506       6.79          4
vardas4507pavarde4507       8.16          8
vardas4508pavarde4508       9.43          8
vardas4509pavarde4509       7.29          6
vardas4510pavarde4510       6.06          3
vardas4512pavarde4512       6.92          7
vardas4513pavarde4513       6.18          7
vardas4514pavarde4514       7.04          8
vardas4515pavarde4515       7.81          7
vardas4516pavarde4516       6.96          7
vardas4518pavarde4518       7.92          8
vardas4519pavarde4519       8.78          9
vardas4520pavarde4520       7.76          5
vardas4521pavarde4521       8.95          9
vardas4522pavarde4522       8.99          8
vardas4523pavarde4523        8.4          7
vardas4524pavarde4524       6.28          3
vardas4525pavarde4525       6.66          4
vardas4527pavarde4527       8.39          7
vardas4528pavarde4528       7.28          7
vardas4529pavarde4529       6.46          5
vardas4534pavarde4534       8.91          8
vardas4537pavarde4537       6.98          6
vardas4539pavarde4539        7.2          6
vardas4540pavarde4540       6.44          5
vardas4541pavarde4541       6.09          4
vardas4542pavarde4542       8.22          8
vardas4543pavarde4543       9.04          9
vardas4544pavarde4544       6.41          4
vardas4545pavarde4545       7.48          7
vardas4547pavarde4547       6.22          5
vardas4548pavarde4548       7.64          6
vardas4549pavarde4549       6.33          4
vardas4550pavarde4550       6.07          5
vardas4551pavarde4551       7.61          7
vardas4553pavarde4553       6.74          6
vardas4554pavarde4554       7.75          7
vardas4555pavarde4555       7.75          9
vardas4556pavarde4556       6.55          6
vardas4557pavarde4557       7.71          8
vardas4558pavarde4558       8.34          8
vardas4559pavarde4559       8.27          7
vardas4560pavarde4560       8.85          9
vardas4561pavarde4561       8.57          8
vardas4562pavarde4562       6.11          3
vardas4564pavarde4564       6.44          6
vardas4565pavarde4565       7.09          5
vardas4567pavarde4567        6.6          5
vardas4568pavarde4568       6.12          6
vardas4569pavarde4569       6.62          6
vardas4570pavarde4570       6.12          5
vardas4571pavarde4571       6.22          5
vardas4572pavarde4572       8.44          8
vardas4573pavarde4573       7.29          7
vardas4574pavarde4574       7.86          6
vardas4576pavarde4576       6.55          5
vardas4577pavarde4577       8.51          8
vardas4578pavarde4578        9.1          8
vardas4579pavarde4579       6.22          4
vardas4580pavarde4580       7.84          8
vardas4582pavarde4582       8.67          8
vardas4583pavarde4583       8.93          9
vardas4584pavarde4584       6.39          4
vardas4585pavarde4585       7.68          6
vardas4587pavarde4587       8.39          7
vardas4588pavarde4588       7.48          5
vardas4589pavarde4589        8.3          7
vardas4591pavarde4591       8.13          7
vardas4593pavarde4593       6.05          6
vardas4594pavarde4594       7.61          6
vardas4597pavarde4597       7.36          6
vardas4598pavarde4598       6.67          5
vardas4599pavarde4599       6.93          6
vardas4600pavarde4600       8.39          6
vardas4601pavarde4601       7.08          6
vardas4602pavarde4602       7.62          8
vardas4603pavarde4603       7.72          6
vardas4604pavarde4604       7.94          8
vardas4605pavarde4605       6.39          3
vardas4607pavarde4607       6.74          5
vardas4608pavarde4608       6.95          6
vardas4609pavarde4609       8.19          8
vardas4610pavarde4610       7.04          5
vardas4612pavarde4612       7.12          7
vardas4613pavarde4613       8.62          8
vardas4614pavarde4614       8.72          7
vardas4615pavarde4615       7.54          8
vardas4616pavarde4616       8.71          7
vardas4620pavarde4620       6.99          5
vardas4624pavarde4624       8.76          8
vardas4625pavarde4625       6.75          6
vardas4626pavarde4626       6.55          6
vardas4627pavarde4627       6.51          3
vardas4628pavarde4628        6.1          5
vardas4629pavarde4629       6.62          6
vardas4631pavarde4631        6.3          5
vardas4632pavarde4632       6.66          4
vardas4633pavarde4633       7.73          5
vardas4635pavarde4635       7.79          7
vardas4636pavarde4636       6.16          2
vardas4642pavarde4642       7.71          7
vardas4643pavarde4643       8.14          7
vardas4644pavarde4644       6.03          4
vardas4646pavarde4646       7.56          7
vardas4648pavarde4648       7.06          7
vardas4650pavarde4650       6.28          5
vardas4654pavarde4654       9.43         10
vardas4655pavarde4655       6.69          3
vardas4656pavarde4656       6.54          4
vardas4657pavarde4657       9.31         10
vardas4658pavarde4658       8.66          8
vardas4659pavarde4659       8.33          7
vardas4660pavarde4660       6.47          5
vardas4661pavarde4661       6.29          5
vardas4662pavarde4662       9.86          8
vardas4663pavarde4663       9.17          9
vardas4664pavarde4664       6.03          3
vardas4665pavarde4665       7.01          6
vardas4666pavarde4666        7.8          7
vardas4667pavarde4667       6.96          7
vardas4668pavarde4668       6.39          5
vardas4669pavarde4669       8.88          8
vardas4670pavarde4670       8.98          8
vardas4671pavarde4671        7.8          8
vardas4673pavarde4673       6.07          7
vardas4674pavarde4674       7.41          6
vardas4675pavarde4675       8.88          9
vardas4676pavarde4676       6.18          4
vardas4677pavarde4677       7.64          7
vardas4678pavarde4678       7.13          5
vardas4679pavarde4679       8.03          6
vardas4680pavarde4680       8.01          5
vardas4681pavarde4681          7          6
vardas4682pavarde4682        6.2          4
vardas4683pavarde4683       6.84          6
vardas4684pavarde4684       6.37          3
vardas4685pavarde4685       6.47          6
vardas4687pavarde4687        7.9          7
vardas4688pavarde4688       7.38          5
vardas4690pavarde4690       7.42          7
vardas4693pavarde4693        6.1          5
vardas4694pavarde4694       6.62          5
vardas4695pavarde4695       6.52          5
vardas4696pavarde4696        7.5          8
vardas4697pavarde4697        6.3          5
vardas4698pavarde4698       7.66          9
vardas4699pavarde4699       9.33          7
vardas4701pavarde4701       6.17          6
vardas4702pavarde4702       7.03          7
vardas4703pavarde4703       7.41          6
vardas4705pavarde4705       6.58          5
vardas4706pavarde4706       6.72          4
vardas4707pavarde4707       8.54          8
vardas4708pavarde4708       7.11          6
vardas4710pavarde4710       8.32          7
vardas4711pavarde4711       7.46          5
vardas4712pavarde4712       7.89          8
vardas4713pavarde4713       6.38          3
vardas4716pavarde4716       6.16          6
vardas4717pavarde4717       6.23          4
vardas4718pavarde4718       6.85          5
vardas4720pavarde4720       7.83          5
vardas4721pavarde4721       8.17          7
vardas4722pavarde4722       8.03          8
vardas4724pavarde4724       6.88          5
vardas4725pavarde4725       6.58          6
vardas4726pavarde4726       6.32          5
vardas4728pavarde4728       8.09          7
vardas4729pavarde4729       10.2          8
vardas4732pavarde4732       6.81          5
vardas4733pavarde4733       6.76          7
vardas4734pavarde4734       8.75          6
vardas4735pavarde4735       8.35          7
vardas4738pavarde4738       8.69          8
vardas4739pavarde4739       8.14          7
vardas4740pavarde4740       8.23          7
vardas4741pavarde4741       8.65          8
vardas4742pavarde4742       6.73          5
vardas4743pavarde4743       6.95          5
vardas4744pavarde4744       8.19          8
vardas4745pavarde4745       8.04          6
vardas4746pavarde4746       6.81          3
vardas4747pavarde4747       7.16          4
vardas4748pavarde4748       7.63          7
vardas4749pavarde4749       8.93          7
vardas4750pavarde4750       8.79          7
vardas4751pavarde4751       6.56          6
vardas4752pavarde4752       7.31          5
vardas4754pavarde4754       6.57          6
vardas4756pavarde4756       8.18          9
vardas4757pavarde4757       6.24          3
vardas4758pavarde4758       6.85          5
vardas4759pavarde4759       6.77          5
vardas4760pavarde4760       6.35          5
vardas4761pavarde4761       6.87          4
vardas4762pavarde4762       7.17          7
vardas4763pavarde4763       7.03          6
vardas4764pavarde4764       7.81          5
vardas4765pavarde4765       9.56          8
vardas4766pavarde4766       7.71          8
vardas4767pavarde4767       7.34          8
vardas4768pavarde4768       7.27          8
vardas4773pavarde4773       6.24          4
vardas4774pavarde4774       7.85          6
vardas4775pavarde4775       7.77          6
vardas4776pavarde4776       6.15          4
vardas4780pavarde4780       6.61          6
vardas4781pavarde4781       8.32          7
vardas4782pavarde4782       9.46          9
vardas4783pavarde4783       8.49          7
vardas4784pavarde4784        8.5          7
vardas4785pavarde4785        7.5          7
vardas4788pavarde4788       6.08          4
vardas4790pavarde4790        6.8          4
vardas4792pavarde4792       6.27          6
vardas4793pavarde4793       6.85          5
vardas4794pavarde4794       6.37          5
vardas4795pavarde4795       6.67          5
vardas4796pavarde4796       8.93         10
vardas4800pavarde4800       6.78          5
vardas4801pavarde4801       7.36          7
vardas4802pavarde4802       8.87          8
vardas4805pavarde4805        9.3          8
vardas4806pavarde4806       8.46          6
vardas4807pavarde4807       7.49          6
vardas4808pavarde4808        7.3          6
vardas4810pavarde4810       6.49          5
vardas4811pavarde4811        6.5          6
vardas4812pavarde4812        9.9          9
vardas4814pavarde4814          7          6
vardas4816pavarde4816       6.52          5
vardas4817pavarde4817        6.9          5
vardas4819pavarde4819       6.12          5
vardas4821pavarde4821        8.2          9
vardas4822pavarde4822       8.64          7
vardas4824pavarde4824       6.31          6
vardas4827pavarde4827       7.05          9
vardas4828pavarde4828       7.01          5
vardas4830pavarde4830       7.72          6
vardas4831pavarde4831       6.74          5
vardas4834pavarde4834       7.08          6
vardas4835pavarde4835       7.02          3
vardas4836pavarde4836        8.4          8
vardas4837pavarde4837       6.08          4
vardas4838pavarde4838       6.02          4
vardas4840pavarde4840       6.12          5
vardas4841pavarde4841       6.82          6
vardas4844pavarde4844       6.39          6
vardas4845pavarde4845       6.68          4
vardas4846pavarde4846       6.94          5
vardas4847pavarde4847       6.99          6
vardas4848pavarde4848        7.4          5
vardas4849pavarde4849       7.48          6
vardas4850pavarde4850        7.5          8
vardas4851pavarde4851        7.7          6
vardas4852pavarde4852       7.74          6
vardas4855pavarde4855       7.56          7
vardas4856pavarde4856       8.31          8
vardas4857pavarde4857       8.46          8
vardas4858pavarde4858       6.49          6
vardas4859pavarde4859        9.1          8
vardas4861pavarde4861       8.12          8
vardas4862pavarde4862       8.62          7
vardas4864pavarde4864       7.14          6
vardas4865pavarde4865       6.23          4
vardas4868pavarde4868       9.54          9
vardas4869pavarde4869       8.11          7
vardas4871pavarde4871       6.64          6
vardas4872pavarde4872       6.73          6
vardas4875pavarde4875        9.1          8
vardas4876pavarde4876       6.02          4
vardas4877pavarde4877        8.2          8
vardas4878pavarde4878       7.84          8
vardas4879pavarde4879       7.57          6
vardas4880pavarde4880       7.71          6
vardas4881pavarde4881       7.34          5
vardas4882pavarde4882       7.07          7
vardas4883pavarde4883       7.81          7
vardas4884pavarde4884       9.16          7
vardas4885pavarde4885       8.43          8
vardas4888pavarde4888       6.07          5
vardas4889pavarde4889       7.41          6
vardas4890pavarde4890       7.68          6
vardas4891pavarde4891       6.94          5
vardas4892pavarde4892       7.39          7
vardas4893pavarde4893       9.08          8
vardas4894pavarde4894       6.62          5
vardas4895pavarde4895       7.52          7
vardas4896pavarde4896        7.1          6
vardas4897pavarde4897       6.82          5
vardas4898pavarde4898       6.76          5
vardas4899pavarde4899       6.35          5
vardas4901pavarde4901       6.25          5
vardas4902pavarde4902       7.25          6
vardas4903pavarde4903       6.25          5
vardas4904pavarde4904       7.65          6
vardas4907pavarde4907       7.18          5
vardas4909pavarde4909       7.17          6
vardas4911pavarde4911       7.65          7
vardas4912pavarde4912       8.33          7
vardas4913pavarde4913       8.47          6
vardas4914pavarde4914       7.49          8
vardas4917pavarde4917       9.38          9
vardas4918pavarde4918       6.68          4
vardas4919pavarde4919       7.94          8
vardas4920pavarde4920       6.59          4
vardas4921pavarde4921       8.32          7
vardas4922pavarde4922       9.26          7
vardas4923pavarde4923       7.85          6
vardas4924pavarde4924       8.57          9
vardas4925pavarde4925       8.11          6
vardas4927pavarde4927       8.36          8
vardas4928pavarde4928       7.27          5
vardas4929pavarde4929       9.05          8
vardas4930pavarde4930       7.81          7
vardas4932pavarde4932       8.35          8
vardas4933pavarde4933       8.67          6
vardas4934pavarde4934       6.73          4
vardas4937pavarde4937       6.74          6
vardas4938pavarde4938       6.55          5
vardas4939pavarde4939       6.71          6
vardas4940pavarde4940       6.34          3
vardas4941pavarde4941       7.07          6
vardas4942pavarde4942       8.21          8
vardas4943pavarde4943       8.24          8
vardas4944pavarde4944       8.05          6
vardas4945pavarde4945       7.61          5
vardas4946pavarde4946       8.72          8
vardas4951pavarde4951       6.74          6
vardas4952pavarde4952       6.55          5
vardas4954pavarde4954        7.1          8
vardas4955pavarde4955       6.02          5
vardas4956pavarde4956        7.8          7
vardas4958pavarde4958       6.99          5
vardas4959pavarde4959        7.6          6
vardas4963pavarde4963       6.82          7
vardas4964pavarde4964       10.4         10
vardas4969pavarde4969       6.02          5
vardas4970pavarde4970        6.6          6
vardas4971pavarde4971       8.32          8
vardas4973pavarde4973       7.61          6
vardas4974pavarde4974       6.52          4
vardas4977pavarde4977       6.91          7
vardas4978pavarde4978       6.98          6
vardas4979pavarde4979        6.6          5
vardas4980pavarde4980       7.52          5
vardas4981pavarde4981        8.5          7
vardas4982pavarde4982        7.1          5
vardas4983pavarde4983       8.82          7
vardas4984pavarde4984       8.16          8
vardas4985pavarde4985         10         10
vardas4986pavarde4986       7.21          5
vardas4987pavarde4987       6.84          6
vardas4988pavarde4988       6.97          4
vardas4989pavarde4989       6.59          7
vardas4991pavarde4991       7.82          6
vardas4993pavarde4993       7.23          6
vardas4994pavarde4994       6.05          4
vardas4995pavarde4995       6.21          4
vardas4996pavarde4996       7.84          8
vardas4998pavarde4998       7.35          5
vardas4999pavarde4999       8.27          8
vardas5000pavarde5000       6.85          4
vardas5002pavarde5002       9.23          9
vardas5003pavarde5003       7.05          3
vardas5005pavarde5005       6.68          5
vardas5006pavarde5006       7.14          6
vardas5007pavarde5007       7.23          6
vardas5008pavarde5008       7.25          5
vardas5009pavarde5009       9.05          9
vardas5010pavarde5010       9.01          9
vardas5012pavarde5012       6.92          6
vardas5014pavarde5014       7.04          6
vardas5016pavarde5016       8.56          9
vardas5017pavarde5017       7.91          6
